Number,Name of ship,Master,Tonnage,Type of ship,Built,Yard,Chamber,Date of departure,Place of departure,Arrival at Cape,Departure from Cape,Date of arrival at destination,Place of arrival,Chamber for which cargo is destined,Particulars,people
4146.1,JUNO,"Verkerk, Pieter",850,"",1771,Rotterdam,Rotterdam,19-10-1772,Goeree,11-04-1773,24-04-1773,22-07-1773,Batavia,"","According to data recorded at the Cape the JUNO left from Goeree with 264 men on board. Specified data concerning the crew of the JUNO: 186 seafarers, 90 soldiers, 19 craftsmen, and 5 passengers departed from Goeree or embarked at the Cape. From 29-10 till 15-11-1772 the ship was at Portsmouth. See also the BEEMSTER WELVAREN (4144). The following data refer to the crew of the JUNO as well as to the crews of the ASCHAT (4147), the AZlE (4148), and the HOLLAND (4157): at Portsmouth 3 seafarers, 9 soldiers, and 2 craftsmen died. Data concerning both the aforesaid four ships and the FOREEST (4150), the OVERHOUT (4151), the VOORBERG (4153), and the EUROPA (4155): at Duins and Portsmouth 24 men were pressed by the English.","{""Seafarers""=>{""I""=>244, ""II""=>55, ""III""=>39, ""IV""=>"""", ""V""=>"""", ""VI""=>135}, ""Soldiers""=>{""I""=>"""", ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>35}, ""Craftsmen""=>{""I""=>"""", ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>11}, ""Passengers""=>{""I""=>"""", ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>5}}"
4147.5,ASCHAT,"Uil, Reindert den",1150,"",1760,Amsterdam,Amsterdam,20-10-1772,Texel,15-04-1773,14-06-1773,08-09-1773,Batavia,"","From 29-10 till 15-11-1772 the ASCHAT called at Portsmouth (see the JUNO, 4146). See the BEEMSTER WELVAREN (4144). The following data refer to the crew of the ASCHAT as well as to the crews of the AZlE (4148), the OVERHOUT (4151), the VOORBERG (4153), the HOLLAND (4157), the HUIS TE BIJWEG (4159), the 'T LOO (4161), the OOSTKAPELLE (4162), and the VREEBURG (4163): 1224 seafarers, 404 soldiers, 56 craftsmen, and 13 passengers arrived at Batavia.","{""Total""=>{""I""=>288, ""II""=>47, ""III""=>11, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4148.3,AZIË,"Blom, Christiaan",1100,"",1765,Zeeland,Amsterdam,20-10-1772,Texel,11-04-1773,26-05-1773,25-08-1773,Batavia,"","According to data recorded at the Cape the AZIË left from Texel with 320 men on board. From 29-11 till 15-12-1772 the ship called at Portsmouth (see the JUNO, 4146). See also the BEEMSTER WELVAREN (4144) and the ASCHAT (4147). 4148/7896 Is the third voyage of this ship, which during its first outward voyage (see 3981) was called AZlE, and during the first return voyage (7747) and the second outward voyage (4032) OUDERAMSTEL; before the second return voyage its name was altered into AZIË again (7847).","{""Total""=>{""I""=>305, ""II""=>62, ""III""=>30, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4149.4,BARTHA PETRONELLA,"Johansen, Jakob Hendrik",880,"",1764,Hoorn,Amsterdam,20-10-1772,Texel,19-05-1773,"",(19-05-1773),The Cape,"",The BARTHA PETRONELLA called at Portsmouth (25-10 till 19-11-1772) and at Plymouth (19-11-1772 till 03-02-1773). The ship was bound for the Cape.,"{""Total""=>{""I""=>368, ""II""=>103, ""III""=>30, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4150.1,FOREEST,"Brouwer, Kornelis",850,"",1770,Hoorn,Hoorn,20-10-1772,Texel,15-04-1773,05-05-1773,05-08-1773,Batavia,"","Specified data concerning the crew of the FOREEST: 207 seafarers, 54 soldiers, and 17 craftsmen departed from Texel or embarked at the Cape. From 31-10 till 1 5-11-1772 the ship called at  Duins (see the JUNO,  4146). See the  BEEMSTER WELVAREN (4144). The following data refer to the crew of the FOREEST as well as to the crews of the OVERHOUT (4151), the VOORBERG (4153), and the EUROPA (4155): at Duins 12 seafarers, 17 soldiers, and 2 craftsmen died.","{""Seafarers""=>{""I""=>264, ""II""=>39, ""III""=>39, ""IV""=>"""", ""V""=>"""", ""VI""=>130}, ""Soldiers""=>{""I""=>"""", ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>21}, ""Craftsmen""=>{""I""=>"""", ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>9}}"
4151.1,OVERHOUT,"Willemse, Hendrik",1150,"",1771,Amsterdam,Amsterdam,20-10-1772,Texel,14-04-1773,14-06-1773,08-09-1773,Batavia,"","From 22-10 till 15-11-1772 the OVERHOUT called at Duins (see the FOREEST, 4150; see also the JUNO, 4146). See the BEEMSTER WELVAREN (4144) and the ASCHAT (4147).","{""Total""=>{""I""=>297, ""II""=>100, ""III""=>4, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4152.4,JONGE THOMAS,"Main, Barend de la",1150,"",1764,Amsterdam,Amsterdam,20-10-1772,Texel,29-03-1773,"","","","","From 22-10 till 15-11-1772 the JONGE THOMAS called at Duins. In the Table Bay at the Cape the ship was wrecked, 01-06-1773.","{""Total""=>{""I""=>300, ""II""=>70, ""III""=>41, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4153.1,VOORBERG,"Visser, Frederik",1150,"",1770,Amsterdam,Amsterdam,20-10-1772,Texel,17.04-1773,24-04-1773,07-07-1773,Batavia,"","The VOORBERG called at Duins, 31-10 till 15-1 1-1772 (see the FOREEST, 4150; see the JUNO, 4146). After having called at Batavia, the ship sailed on to China. See the BEEMSTER WELVAREN (4144) and the ASCHAT (4147).","{""Total""=>{""I""=>298, ""II""=>86, ""III""=>3, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4154.3,DUIVENBRUG,"Hartsz., Willem",850,"",1766,Enkhuizen,Amsterdam,21-10-1772,Texel,11-04-1773,01-07-1773,02-10-1773,Batavia,"",See the BEEMSTER WELVAREN (4144).,"{""Total""=>{""I""=>185, ""II""=>36, ""III""=>33, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4155.1,EUROPA,"Frein, Jakob de",1200,"",1770,Zeeland,Zeeland,23-10-1772,Rammekens,09-04-1773,24-04-1773,07-07-1773,Batavia,"","From 27-10 till 19-11-1772 the EUROPA was at Duins (see the FOREEST, 4150; see the JUNO, 4146). After having called at Batavia, the EUROPA sailed on to China. See the BEEMSTER WELVAREN (4144).","{""Total""=>{""I""=>353, ""II""=>150, ""III""=>67, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4156.6,BLEISWIJK,"Roo, C. de",880,"",1756,Delft,Zeeland,15-11-1772,Rammekens,26-09-1773,28-10-1773,01-02-1774,Batavia,"","The BLEISWIJK called at Rochefort, 14-12-1772 till 14-01-1773. During the voyage 46 members of the crew deserted. In 1777 the BLEISWIJK was wrecked in the Indies.","{""Seafarers""=>{""I""=>167, ""II""=>139, ""III""=>20, ""IV""=>144, ""V""=>152, ""VI""=>137}, ""Soldiers""=>{""I""=>87, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>52}, ""Craftsmen""=>{""I""=>17, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>7}, ""Passengers""=>{""I""=>1, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>2}}"
4157.1,HOLLAND,"Hansen, Hans",1150,"",1771,Amsterdam,Amsterdam,15-11-1772,Texel,09-04-1773,24-04-1773,03-07-1773,Batavia,"","From 23 till 26-11-1772 the HOLLAND was at Portsmouth (see the JUNO, 4146). After having called at Batavia, the ship sailed on to China. See the BEEMSTER WELVAREN (4144) and the ASCHAT (4147).","{""Total""=>{""I""=>299, ""II""=>65, ""III""=>50, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4158.3,ZON,"Hansen, Andries",450,hoeker,1768,Amsterdam,Amsterdam,24-12-1772,Texel,27-06-1773,"",(27-06-1773),The Cape,"","The ZON called at St. Paulo de Luanda; departure: 03-05-1773 (see also the BEEKVLIET, 4104). The ship was bound for the Cape; it was laid up in 1782.","{""Total""=>{""I""=>196, ""II""=>41, ""III""=>1, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4159.5,HUIS TE BIJWEG,"Paardekoper, Jan",1100,"",1760,Amsterdam,Amsterdam,25-12-1772,Texel,15-04-1773,05-05-1773,07-07-1773,Batavia,"",See the BEEMSTER WELVAREN (4144) and the ASCHAT (4147).,"{""Total""=>{""I""=>243, ""II""=>72, ""III""=>14, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4160.3,LANDSKROON,"Hamelo, Michiel",1150,"",1764,Amsterdam,Amsterdam,25-12-1772,Texel,09-04-1773,15-05-1773,08-07-1773,Ceylon,"","","{""Total""=>{""I""=>323, ""II""=>101, ""III""=>36, ""IV""=>12, ""V""=>105, ""VI""=>194}}"
4161.3,'T LOO,"Roem, Klaas",1150,"",1768,Amsterdam,Amsterdam,25-12-1772,Texel,06-04-1773,26-05-1773,05-08-1773,Batavia,"",See the BEEMSTER WELVAREN (4144) and the ASCHAT (4147).,"{""Total""=>{""I""=>307, ""II""=>58, ""III""=>40, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4162.3,OOSTKAPELLE,"Abel, Jan",1150,"",1767,Zeeland,Amsterdam,25-12-1772,Texel,15-04-1773,05-05-1773,17-07-1773,Batavia,"",See the BEEMSTER WELVAREN (4144) and the ASCHAT (4147).,"{""Total""=>{""I""=>355, ""II""=>107, ""III""=>36, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4163.4,VREEBURG,"Hilverduin, Hendrik",850,"",1764,Delft,Enkhuizen,25-12-1772,Texel,07-04-1773,04-05-1773,16-06-1773,Batavia,"",See the BEEMSTER WELVAREN (4144) and the ASCHAT (4147).,"{""Total""=>{""I""=>224, ""II""=>33, ""III""=>36, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4164.5,'S LANDS WELVAREN,"Kelger, Frederik",880,"",1762,Amsterdam,Amsterdam,25-12-1772,Texel,07-04-1773,26-05-1773,28-08-1773,Bengal,"","Sailing on the Ganges the 'S LANDS WELVAREN ran aground, 28-08-1773. The ship was laid up in Bengal, 12-01-1774.","{""Total""=>{""I""=>242, ""II""=>54, ""III""=>26, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4165.3,OUD HAARLEM,"Siereveld, Jan",1150,"",1768,Amsterdam,Zeeland,26-12-1772,Rammekens,11-04-1773,15-05-1773,16-07-1773,Ceylon,"","","{""Total""=>{""I""=>301, ""II""=>42, ""III""=>75, ""IV""=>10, ""V""=>50, ""VI""=>186}}"
4166.1,ZEEDUIN,"Pietersen, Kornelis",1150,"",1771,Zeeland,Zeeland,08-02-1773,Rammekens,26-05-1773,07-07-1773,10-09-1773,Batavia,"",See the BEEMSTER WELVAREN (4144).,"{""Total""=>{""I""=>307, ""II""=>63, ""III""=>40, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4167.2,HOOLWERF,"Dona, Willem",850,"",1769,Hoorn,Delft,09-04-1773,Goeree,31-08-1773,28-09-1773,28-11-1773,Batavia,"","See the BEEKVLIET (4104). The following data refer to the crew of the HOOLWERF as well as to the crews of the VROUWE GEERTRUIDA (4169). the VROUWE ELISABETH (4171), and the IJSSELMONDE (4172): at the Cape 142 seafarers, 71 soldiers and 11 craftsmen disembarked.","{""Total""=>{""I""=>247, ""II""=>33, ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4168.3,BLEIJENBURG,"Rust, Barend de",880,"",1765,Rotterdam,Amsterdam,05-05-1773,Texel,07-11-1773,08-12-1773,10-03-1774,Batavia,"",During the voyage 5 members of the crew deserted.,"{""Seafarers""=>{""I""=>131, ""II""=>40, ""III""=>38, ""IV""=>59, ""V""=>48, ""VI""=>107}, ""Soldiers""=>{""I""=>63, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>57}, ""Craftsmen""=>{""I""=>11, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>9}}"
4169.6,VROUWE GEERTRUIDA,"Bruelle, Willem",1100,"",1757,Amsterdam,Amsterdam,05-05-1773,Texel,01-08-1773,24-08-1773,28-11-1773,Batavia,"","See the BEEKVLIET (4104) and the HOOLWERF (4167). The VROUWE GEERTRUIDA was laid up in the Indies, 01-01-1779.","{""Total""=>{""I""=>300, ""II""=>52, ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4170.5,PALLAS,"Sterrenberg, Asmus Hendrik",1150,"",1762,Zeeland,Amsterdam,05-05-1773,Texel,05-09-1773,02-11-1773,04-02-1774,Batavia,"",During the voyage one member of the crew deserted.,"{""Seafarers""=>{""I""=>163, ""II""=>48, ""III""=>37, ""IV""=>19, ""V""=>51, ""VI""=>110}, ""Soldiers""=>{""I""=>85, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>71}, ""Craftsmen""=>{""I""=>12, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>9}, ""Passengers""=>{""I""=>4, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>4}}"
4171.5,VROUWE ELISABETH,"Greveling, Jurriaan Willemsz.",850,"",1755,Rotterdam,Rotterdam,14-05-1773,Goeree,31-08-1773,28-09-1773,02-12-1773,Batavia,"","See the BEEKVLIET (4104) and the HOOLWERF (4167). The VROUWE ELISABETH was laid up in the Indies, 01-01-1777.","{""Total""=>{""I""=>224, ""II""=>30, ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4172.3,IJSSELMONDE,"Gracht, Gerrit van der",880,"",1762,Rotterdam,Hoorn,10-06-1773,Texel,03-10-1773,28-10-1773,04-01-1774,Batavia,"","See the BEEKVLIET (4104) and the HOOLWERF (4167). The IJSSELMONDE was sold in the Indies, 01-01-1778.","{""Seafarers""=>{""I""=>174, ""II""=>31, ""III""=>34, ""IV""=>14, ""V""=>32, ""VI""=>145}, ""Soldiers""=>{""I""=>74, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>54}, ""Craftsmen""=>{""I""=>18, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>15}}"
4173.5,HUIS OM,"Rebel, Christiaan",1150,"",1761,Zeeland,Zeeland,30-06-1773,Rammekens,15-03-1774,25-04-1774,19-07-1774,Batavia,"","The HUIS OM called at Duins, where one seafarer, one soldier, and one craftsman were pressed by the English, and at Falmouth, where 3 seafarers deserted. During the voyage 7 other members of the crew deserted. The following data refer to the crew of the HUIS OM as well as to the crews of the MARS (see 4189) and the WILLEM DE VIJFDE (4190): 102 seafarers, 54 soldiers, 4 craftsmen, and one passenger embarked at the Cape. Data concerning both the aforesaid three ships and the EENDRACHT (4177), the BREDENHOF (4178), the HOOGKARSPEL (4179), the ALKEMADE (4180), the CERES (4181), the HONKOOP (4182), the VENUS (4184), the AMSTERDAM (4185), the GROENENDAAL (4186), the VRIJHEID (4187), the DANKBAARHEID (4188), the BOTLAND (4191), and the PRINSES VAN ORANJE (4193): 6 seafarers, 10 soldiers, and one craftsman died at Duins, 6 seafarers, 10 soldiers, and one craftsman at Falmouth, 6 seafarers and 5 soldiers at Torbay, 9 seafarers, 4 soldiers, and 2 craftsmen at S. Tiago, and 16 seafarers, 9 soldiers, and one craftsman at Del Fuogo; at the Cape 440 seafarers, 279 soldiers, 36 craftsmen, and one passenger went ashore; during the voyage 420 seafarers, 253 soldiers, 43 craftsmen, and 2 passengers died.","{""Seafarers""=>{""I""=>163, ""II""=>79, ""III""=>43, ""IV""=>73, ""V""=>82, ""VI""=>122}, ""Soldiers""=>{""I""=>78, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>70}, ""Craftsmen""=>{""I""=>21, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>8}}"
4174.2,LAM,"Andringa, Olke Hendrik",850,"",1769,Delft,Enkhuizen,02-07-1773,Texel,16-11-1773,20-12-1773,28-03-1774,Batavia,"","","{""Seafarers""=>{""I""=>149, ""II""=>11, ""III""=>39, ""IV""=>28, ""V""=>43, ""VI""=>130}, ""Soldiers""=>{""I""=>77, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>44}, ""Craftsmen""=>{""I""=>4, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>2}}"
4175.4,BORSSELE,"Schuts, Johan Frederik",1150,"",1758,Zeeland,Zeeland,14-07-1773,Rammekens,16-10-1773,02-12-1773,01-02-1774,Batavia,"",During the voyage 6 members of the crew deserted.,"{""Seafarers""=>{""I""=>173, ""II""=>29, ""III""=>76, ""IV""=>37, ""V""=>29, ""VI""=>134}, ""Soldiers""=>{""I""=>85, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>57}, ""Craftsmen""=>{""I""=>18, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>11}, ""Passengers""=>{""I""=>1, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>1}}"
4176.1,HOOP,"Kooplijn, Michiel",800,fluit,bought,Amsterdam,Amsterdam,31-07-1773,Texel,14-12-1773,"",(14-12-1773),The Cape,"",The HOOP was bound for the Cape.,"{""Total""=>{""I""=>258, ""II""=>3, ""III""=>25, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4177.1,EENDRACHT,"Beukelaar, Thomas de",850,"",1771,Delft,Delft,07-10-1773,Goeree,19-03-1774,13-04-1774,18-06-1774,Batavia,"","Specified data concerning the crew of the EENDRACHT: 178 seafarers, 69 soldiers, 27 craftsmen, and one passenger departed from Goeree or embarked at the Cape. See the HUIS OM (4173).","{""Seafarers""=>{""I""=>249, ""II""=>55, ""III""=>24, ""IV""=>25, ""V""=>57, ""VI""=>140}, ""Soldiers""=>{""I""=>"""", ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>37}, ""Craftsmen""=>{""I""=>"""", ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>16}, ""Passengers""=>{""I""=>"""", ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>1}}"
4178.1,BREDENHOF,"Mooy, Marten Pietersz.",850,"",1771,Hoorn,Hoorn,07-12-1773,Texel,28-04-1774,11-05-1774,21-07-1774,Batavia,"","Specified data concerning the crew of the BREDENHOF: 216 seafarers, 52 soldiers, and 15 craftsmen departed from Texel or embarked at the Cape. See the HUIS OM (4173).","{""Seafarers""=>{""I""=>280, ""II""=>32, ""III""=>46, ""IV""=>1, ""V""=>34, ""VI""=>174}, ""Soldiers""=>{""I""=>"""", ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>19}, ""Craftsmen""=>{""I""=>"""", ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>10}}"
4179.1,HOOGKARSPEL,"Helmets, Pieter",850,"",1771,Enkhuizen,Enkhuizen,07-12-1773,Texel,14-05-1774,13-06-1774,08-09-1774,Batavia,"",Specified data concerning the crew of the HOOGKARSPEL: 221 seafarers and 27 soldiers departed from Texel or embarked at.the Cape. During the voyage 3 members of the crew deserted. See the HUIS OM (4173).,"{""Seafarers""=>{""I""=>212, ""II""=>9, ""III""=>24, ""IV""=>32, ""V""=>25, ""VI""=>170}, ""Soldiers""=>{""I""=>"""", ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>22}}"
4180.2,ALKEMADE,"Deune, Daniel",1150,"",1768,Amsterdam,Amsterdam,08-12-1773,Texel,01-05-1774,12-07-1774,09-09-1774,Batavia,"","During the voyage 3 members of the crew deserted. See the HUIS OM (4173). The following data refer to the crew of the ALKEMADE as well as to the crews of the HONKOOP (see 4182), the VENUS (4184), the AMSTERDAM (4185), the GROENENDAAL (4186), the VRIJHEID (4187), the BOTLAND (4191), and the PRINSES VAN ORANJE (4193): 131 seafarers, 66 soldiers, and 6 craftsmen embarked at the Cape.","{""Seafarers""=>{""I""=>172, ""II""=>28, ""III""=>18, ""IV""=>41, ""V""=>29, ""VI""=>172}, ""Soldiers""=>{""I""=>22, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>18}, ""Craftsmen""=>{""I""=>11, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>7}, ""Passengers""=>{""I""=>6, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>5}}"
4181.1,CERES,"Popta, Wopke",1150,"",1771,Amsterdam,Amsterdam,08-12-1773,Texel,27-04-1774,11-05-1774,19-07-1774,Batavia,"",After having called at Batavia the CERES sailed on to China. See the HUIS OM (4173).,"{""Seafarers""=>{""I""=>203, ""II""=>14, ""III""=>46, ""IV""=>0, ""V""=>17, ""VI""=>189}, ""Soldiers""=>{""I""=>82, ""II""=>"""", ""III""=>"""", ""IV""=>0, ""V""=>"""", ""VI""=>36}, ""Craftsmen""=>{""I""=>12, ""II""=>"""", ""III""=>"""", ""IV""=>0, ""V""=>"""", ""VI""=>9}}"
4182.2,HONKOOP,"Haverkamp, Pieter",1150,"",1770,Amsterdam,Amsterdam,08-12-1773,Texel,25-04-1774,08-06-1774,06-09-1774,Batavia,"",During the voyage 8 members of the crew deserted. See the HUIS OM (4173) and the ALKEMADE (4180).,"{""Seafarers""=>{""I""=>247, ""II""=>47, ""III""=>18, ""IV""=>29, ""V""=>60, ""VI""=>202}, ""Soldiers""=>{""I""=>43, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>34}, ""Craftsmen""=>{""I""=>13, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>11}, ""Passengers""=>{""I""=>5, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>4}}"
4183.1,NOORDBEEK,"Wellegaart, J.",850,fluit,bought 1773,Zeeland,Zeeland,08-12-1773,Rammekens,28-04-1774,"",(28-04-1774),The Cape,"",The NOORDBEEK was bound for the Cape.,"{""Total""=>{""I""=>239, ""II""=>25, ""III""=>30, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4184.1,VENUS,"Sunder, Gerrit ten",1150,"",1771,Amsterdam,Amsterdam,08-12-1773,Texel,03-05-1774,16-05-1774,30-08-1774,Batavia,"",See the HUIS OM (4173) and the ALKEMADE (4180).,"{""Seafarers""=>{""I""=>183, ""II""=>100, ""III""=>69, ""IV""=>34, ""V""=>119, ""VI""=>138}, ""Soldiers""=>{""I""=>120, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>22}, ""Craftsmen""=>{""I""=>12, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>1}, ""Passengers""=>{""I""=>8, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>8}}"
4185.1,AMSTERDAM,"Louwe, Koenraad",1150,"",1772,Amsterdam,Amsterdam,09-12-1773,Texel,25-04-1774,31-05-1774,09-08-1774,Batavia,"",During the voyage 3 members of the crew deserted. See also the HUIS OM (4173) and the ALKEMADE (4180).,"{""Seafarers""=>{""I""=>170, ""II""=>20, ""III""=>35, ""IV""=>42, ""V""=>25, ""VI""=>156}, ""Soldiers""=>{""I""=>60, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>54}, ""Craftsmen""=>{""I""=>7, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>6}, ""Passengers""=>{""I""=>1, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>1}}"
4186.2,GROENENDAAL,"Stil, Jan",1150,"",1770,Amsterdam,Amsterdam,09-12-1773,Texel,24-04-1774,23-05-1774,26-07-1774,Batavia,"",During the voyage 3 members of the crew deserted. See the HUIS OM (4173) and the ALKEMADE (4180).,"{""Seafarers""=>{""I""=>265, ""II""=>17, ""III""=>85, ""IV""=>1, ""V""=>19, ""VI""=>183}, ""Soldiers""=>{""I""=>50, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>29}, ""Craftsmen""=>{""I""=>16, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>13}}"
4187.1,VRIJHEID,"Och, Jan",1150,"",1772,Amsterdam,Amsterdam,09-12-1773,Texel,10-04-1774,21-04-1774,07-07-1774,Batavia,"",After having called at Batavia the VRIJHEID sailed on to China. See also the HUIS OM (4173) and the ALKEMADE (4180).,"{""Seafarers""=>{""I""=>241, ""II""=>42, ""III""=>33, ""IV""=>3, ""V""=>46, ""VI""=>187}, ""Soldiers""=>{""I""=>32, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>13}, ""Craftsmen""=>{""I""=>12, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>9}}"
4188.1,DANKBAARHEID,"Wend, Joachim Ernst",850,"",1772,Rotterdam,Rotterdam,13-12-1773,Goeree,25-04-1774,11-05-1774,26-07-1774,Batavia,"","Specified data concerning the crew of the DANKBAARHEID: 169 seafarers, 70 soldiers, and 12 craftsmen departed from Goeree or embarked at the Cape. See also the HUIS OM (4173).","{""Seafarers""=>{""I""=>250, ""II""=>5, ""III""=>20, ""IV""=>1, ""V""=>6, ""VI""=>158}, ""Soldiers""=>{""I""=>"""", ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>57}, ""Craftsmen""=>{""I""=>"""", ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>10}}"
4189.1,MARS,"Voorst, Johan van",1150,"",1771,Zeeland,Zeeland,13-12-1773,Rammekens,30-04-1774,11-05-1774,21-07-1774,Batavia,"",During the voyage 5 members of the crew deserted. See also the HUIS OM (4173).,"{""Seafarers""=>{""I""=>270, ""II""=>163, ""III""=>19, ""IV""=>36, ""V""=>166, ""VI""=>162}, ""Soldiers""=>{""I""=>62, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>22}, ""Craftsmen""=>{""I""=>11, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>5}}"
4190.4,WILLEM DE VIJFDE,"Ieperen, Josua de Wolf van",1150,"",1766,Zeeland,Zeeland,13-12-1773,Rammekens,30-04-1774,16-05-1774,28-07-1774,Batavia,"",See the HUIS OM (4173).,"{""Seafarers""=>{""I""=>218, ""II""=>129, ""III""=>65, ""IV""=>52, ""V""=>132, ""VI""=>160}, ""Soldiers""=>{""I""=>98, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>16}, ""Craftsmen""=>{""I""=>10, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>5}, ""Passengers""=>{""I""=>3, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>3}}"
