Number,Name of ship,Master,Tonnage,Type of ship,Built,Yard,Chamber,Date of departure,Place of departure,Arrival at Cape,Departure from Cape,Date of arrival at destination,Place of arrival,Chamber for which cargo is destined,Particulars,people
4475.4,ZEEPAARD,"Zwart, Hendrik",1150,"",1774,Amsterdam,Amsterdam,12-12-1784,Texel,23-05-1785,28-07-1785,26-09-1785,Batavia,"",On 23-05-1785 the ZEEPAARD arrived at False Bay. See the BARBESTEIN (4470).,"{""Total""=>{""I""=>350, ""II""=>6, ""III""=>26, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4477.1,MEEUWTJE,"Breem, Huibert den",400,"",1783,Amsterdam,Amsterdam,22-12-1784,Texel,17-04-1785,05-01-1786,02-05-1786,Batavia,"","At the Cape the Company's authorities decided to send the MEEUWTJE to the Bay of the Delagoa River and to St. Augustin's Bay at Madagascar in order to look for the homeward-bound HARMONIE (8124) and OVERDUIN (8127) and a store-ship, which had departed from Batavia in November 1784 and were missing since. After having returned to the Cape the MEEUWTJE finally continued its voyage to Batavia. See the AVENHORN (4479). The following data refer to the MEEUWTJE as well as to the GERECHTIGHEID (4482), the IJSTROOM (4486), the BEVERWIJK (4491), the NEGOTIE (4497), the TEXELSTROOM (4498), the ZAANSTROOM (4499), the ZOUTMAN (4501), the DUIFJE (4508), and the VREDENBURG (4511): 1704 seafarers, 461 soldiers, 80 craftsmen, and 51 passengers including 24 Chinese departed from Texel; 1545 seafarers, 345 soldiers, 71 craftsmen, and 39 passengers (incl. 21 Chinese) arrived at Batavia.","{""Total""=>{""I""=>128, ""II""=>1, ""III""=>1, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4479.1,AVENHORN,"Thobiasz., A. Arend",880,"",1780,Hoorn,Hoorn,26-12-1784,Texel,20-04-1785,16-05-1785,11-08-1785,Batavia,"",According to K.A. 4295 the departing crew consisted of 258 men.,"{""Total""=>{""I""=>270, ""II""=>2, ""III""=>24, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4481.1,NOSTRA SENHORA DEL'AMPRADOZA,"Zouza, Josua Felix de","","","","","",02-03-1785,Lisbon,10-07-1785,18-07-1785,03-10-1785,Batavia,"","The NOSTRA SENHORA DE L'AMPRADOZA flew the Portuguese flag. According to K.A. 3577, fol. 2482 the ship carried goods for the V.O.C.;  acc. to fol. 2476 it remained at Batavia.","{""Total""=>{""I""=>109, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4483.1,ALBLASSERDAM,"Valkenburg, Aris van",1150,"",1782,Zeeland,Zeeland,13-06-1785,Rammekens,18-10-1785,25-11-1785,21-02-1786,Batavia,"","","{""Total""=>{""I""=>298, ""II""=>10, ""III""=>50, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4485.1,RIJNOORD,"Smit, Laurens",846,fluit,hired,"",Amsterdam,13-06-1785,Texel,04-11-1785,27-12-1785,25-06-1786,Batavia,"","","{""Total""=>{""I""=>36, ""II""=>0, ""III""=>1, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4487.2,FACTOR,"Milfaart, Jan Jochem",320,"",hired,"",Zeeland,24-06-1785,Rammekens,29-10-1785,25-11-1785,08-03-1786,Ceylon,"","","{""Total""=>{""I""=>22, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4489.1,JOSEPHUS DE TWEEDE,"Zummack, Christiaan",460,"",hired,"",Zeeland,13-07-1785,Rammekens,27-10-1785,25-11-1785,09-02-1786,Batavia,"","","{""Total""=>{""I""=>28, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4491.1,BEVERWIJK,"Baggen, Hendrik Eduard Lodewijk van",1150,"",1784,Amsterdam,Amsterdam,15-09-1785,Texel,09-02-1786,02-03-1786,26-05-1786,Batavia,"","According to K.A. 4293 the departing crew consisted of 325 men. The BEVERWIJK called at Portsmouth, 16 till 18-10-1785. On 17-08-1786 the ship departed from Batavia and sailed to China. See the MEEUWTJE (4477).","{""Total""=>{""I""=>347, ""II""=>28, ""III""=>74, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4493.7,RIDDERKERK,"Vries, Imel Edan de",850,"",1766,Rotterdam,Enkhuizen,15-09-1785,Texel,04-02-1786,27-02-1786,27-05-1786,Batavia,"","The RIDDERKERK called at Duins (23 till 29-09-1785) and at Portsmouth (16-10-1785). The 25 passengers, who arrived at Batavia, included 22 Chinese; 21 of them had embarked at Texel. 4493/- Is the seventh voyage of this ship, which during its sixth voyage (4407/8095) was called AURICH.","{""Seafarers""=>{""I""=>204, ""II""=>5, ""III""=>33, ""IV""=>"""", ""V""=>"""", ""VI""=>148}, ""Soldiers""=>{""I""=>17, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>12}, ""Craftsmen""=>{""I""=>2, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>1}, ""Passengers""=>{""I""=>21, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>25}}"
4495.6,OUD HAARLEM,"Bakker, Johan",1150,"",1768,Amsterdam,Zeeland,19-10-1785,Texel,"","","","","","On 03-10-1785 the OUD HAARLEM departed from Rammekens; eight days later it arrived at Texel. The ship called at Santa Cruz on Tenerife. There its cargo was taken over by the outward-bound TRITON (4517), which left the island on 04-08-1786. At Santa Cruz Johan Bakker probably changed ships, for mK.A. 4298, a source from the Cape, he is mentioned as master of the TRITON. The OUD HAARLEM sailed back to Rammekens.","{""Total""=>{""I""=>260, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4497.1,NEGOTIE,"Arend, Jonas",440,"",bought 1785,Amsterdam,Amsterdam,19-10-1785,Texel,07-02-1786,07-04-1786,23-06-1786,Batavia,"",See the MEEUWTJE (4477).,"{""Total""=>{""I""=>57, ""II""=>1, ""III""=>2, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4499.1,ZAANSTROOM,"Hoberg, Roelof Pietersz.",564,"",bought 1785,Amsterdam,Amsterdam,19-10-1785,Texel,27-04-1786,19-05-1786,21-07-1786,Batavia,"",See the MEEUWTJE (4477).,"{""Total""=>{""I""=>54, ""II""=>0, ""III""=>1, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4501.1,ZOUTMAN,"Muller, Bernard Christiaan",1150,"",1784,Amsterdam,Amsterdam,19-10-1785,Texel,09-02-1786,27-02-1786,27-05-1786,Batavia,"",On 10-07-1786 the ZOUTMAN departed from Batavia and sailed to China. See the MEEUWTJE (4477).,"{""Total""=>{""I""=>316, ""II""=>0, ""III""=>0, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4503.1,HORSSEN,"Berg, Jakob van den",880,"",1784,Delft,Delft,14-11-1785,Goeree,13-02-1786,02-03-1786,30-05-1786,Batavia,"",On 10-07-1786 the HORSSEN departed from Batavia and sailed to China. See the SCHOONDERLOO (4494).,"{""Total""=>{""I""=>272, ""II""=>0, ""III""=>31, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4505.2,VREDE EN VRIJHEID,"Huizing, Dirk",760,"",hired,"",Zeeland,10-12-1785,Rammekens,01-05-1786,07-06-1786,28-08-1786,Batavia,"","","{""Total""=>{""I""=>30, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4507.2,DRAAK,"Riebe, Pieter Frederik",1150,"",1780,Amsterdam,Amsterdam,18-12-1785,Texel,no call,"",22-08-1786,Ceylon,"","At the departure from Texel the DRAAK, the DUIFJE (4508), the NEPTUNUS (4509), the STRALEN (4510), and the VREDENBURG (451 1) were accompanied by a Dutch man-of-war.","{""Total""=>{""I""=>355, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4509.1,NEPTUNUS,"Bijndorp, Clement",748,"",bought 1785,Amsterdam,Amsterdam,18-12-1785,Texel,13-05-1786,07-09-1786,13-12-1786,Batavia,"","The NEPTUNUS called at S. Tiago, 21 till 31-01-1786. In 1790 the ship was sold in the Indies. See the DRAAK (4507). The following  data refer to both the NEPTUNUS and the JACHTRUST (4516): 324 seafarers, 64 soldiers, 17 craftsmen, and 7 passengers departed from Texel; 264 seafarers, 33 soldiers, 12 craftsmen, and 4 passengers arrived at Batavia.","{""Total""=>{""I""=>311, ""II""=>14, ""III""=>40, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4511.1,VREDENBURG,"Kikkert, Herman",1150,"",1784,Amsterdam,Amsterdam,18-12-1785,Texel,30-04-1786,19-05-1786,23-07-1786,Batavia,"",On 21-08-1786 the VREDENBURG departed from Batavia and sailed to China. See the MEEUWTJE (4477) and the DRAAK (4507).,"{""Total""=>{""I""=>340, ""II""=>5, ""III""=>35, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4513.4,GANGES,"Schuts, Jan Frederik",1150,"",1775,Amsterdam,Zeeland,28-12-1785,Rammekens,"","","","","",The GANGES was bound for China. On 02-02-1786 the ship ran aground at Padstow in Cornwall and was wrecked.,"{""Total""=>{""I""=>377, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4515.1,ZEELAND,"Bank, Jochem",1150,"",1783,Zeeland,Zeeland,30-04-1786,Rammekens,12-08-1786,16-09-1786,20-11-1786,Ceylon,"","","{""Total""=>{""I""=>317, ""II""=>4, ""III""=>19, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4517.4,TRITON,"Milfaart, Jan Jochem",1150,"",1773,Amsterdam,Zeeland,29-05-1786,Rammekens,24-10-1786,19-11-1786,06-02-1787,Batavia,"","The TRITON sailed via Santa Cruz on Tenerife. There it was loaded with the cargo of the outward-bound OUD HAARLEM (4495), which had departed from Texel in October, 1785, and was to return to Rammekens. The master of the OUD HAARLEM, Johan Bakker, probably changed ships, for in K.A. 4298, a source from the Cape, he is indicated as master of the TRITON. The latter ship left Santa Cruz on 04-08-1786. According to K.A. 4298 the crew consisted of 295 men; part of them may have embarked at Santa Cruz. At the departure from the Cape the TRITON was accompanied by a Dutch man-of-war. In 1792 the ship was wrecked in the Indies. The following data refer to the TRITON as well as to the JONGE FRANK (4521), the JUFFROUW JOHANNA (4540), the BARBESTEIN (4544), and the SURSEANCE (4557): 494 seafarers, 432 soldiers, 30 craftsmen, and 1 passenger departed from Rammekens; 495 seafarers, 248 soldiers, 19 craftsmen, and 5 passengers arrived at Batavia. and 5 passengers arrived at Batavia.","{""Total""=>{""I""=>178, ""II""=>2, ""III""=>8, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4519.2,ROZENBURG,"Lange, Hendrik de",880,"",1780,Delft,Delft,03-06-1786,Goeree,18-09-1786,24-10-1786,24-01-1787,Batavia,"","According to K.A. 4298 Thomas van Tried was master. The following data refer to both the ROZENBURG and the HOUTLUST (4539): 352 seafarers, 160 soldiers, and 30 craftsmen departed from Goeree.","{""Seafarers""=>{""I""=>273, ""II""=>36, ""III""=>61, ""IV""=>"""", ""V""=>"""", ""VI""=>122}, ""Soldiers""=>{""I""=>"""", ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>53}, ""Craftsmen""=>{""I""=>"""", ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>3}, ""Passengers""=>{""I""=>"""", ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>1}}"
4521.2,JONGE FRANK,"Veer, Jakob",592,"",hired,"",Zeeland,12-06-1786,Rammekens,23-10-1786,02-12-1786,14-02-1787,Batavia,"","See the TRITON (4517). When arriving at the Cape, both the JONGE FRANK and the LOO (4523) were accompanied by three Dutch men-of-war. Two of them, as well as an other warship, escorted the JONGE FRANK when it departed from the Cape.","{""Total""=>{""I""=>233, ""II""=>21, ""III""=>107, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4523.8,'T LOO,"Pleen, Johan",1150,"",1768,Amsterdam,Amsterdam,10-07-1786,Texel,23-10-1786,16-11-1786,02-02-1787,Batavia,"",In 1790 the 'T LOO sank in the Indies. See the JONGE FRANK (4521).,"{""Total""=>{""I""=>350, ""II""=>5, ""III""=>10, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4524.1,MARIA,"Siskes, Pieter",908,fluit,hired,"",Amsterdam,13-07-1786,Texel,02-01-1787,29-01-1787,12-05-1787,Batavia,"","According to K.A. 4298 the departing crew consisted of 383 men. The MARIA called at S. Tiago, 31-08 till 08-09-1786.","{""Soldiers""=>{""I""=>193, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>97}, ""Craftsmen""=>{""I""=>30, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>21}, ""Passengers""=>{""I""=>2, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>5}}"
4526.2,DAPPERHEID,"Wittenberg, Evert",472,hoeker,hired,"",Amsterdam,14-07-1786,Texel,22-11-1786,12-12-1786,01-03-1787,Batavia,"","","{""Total""=>{""I""=>33, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4528.2,VROUWE WIJNANDA LUBERTA,"Berk, Sijbrand",508,fregat,hired,"",Amsterdam,17-07-1786,Texel,16-11-1786,12-12-1786,24-02-1787,Batavia,"","","{""Total""=>{""I""=>245, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4529.1,BERKSHOVEN,"Matthijssen, Pieter Hans",651,pink,hired,"",Amsterdam,09-08-1786,Texel,23-11-1786,10-12-1786,21-02-1787,Batavia,"",According to K.A. 4298 the departing crew consisted of 335 men.,"{""Soldiers""=>{""I""=>81, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>67}, ""Craftsmen""=>{""I""=>18, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>18}}"
4531.2,BERKHOUT,"Hansen, Fedde",1150,"",1779,Hoorn,Hoorn,20-09-1786,Texel,27-01-1787,27-02-1787,10-06-1787,Batavia,"","The following data refer to both the BERKHOUT and the HOORN (4549): 444 seafarers, 182 soldiers, 12 craftsmen, and 5 passengers departed from Texel; 356 seafarers, 127 soldiers, 10 craftsmen, and 7 passengers arrived at Batavia.","{""Total""=>{""I""=>345, ""II""=>9, ""III""=>59, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4533.3,DORDRECHT,"Giessen, Pleun van der",898,fluit,hired,"",Amsterdam,17-10-1786,Texel,03-02-1787,19-03-1787,07-06-1787,Batavia,"","4533/8209 Is the third voyage of this ship, which during its first voyage (4400/8087) was called BERLIN.","{""Total""=>{""I""=>40, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4535.4,MERENBERG,"Wijn, Willem de (died)",850,"",1773,Hoorn,Enkhuizen,17-10-1786,Texel,"","","","","","On 02-11-1786 the MERENBERG ran aground off Crookhaven in Ireland. Its cargo was taken over by the outward-bound MERENBERG (4556), previously called EIKENWOUD, which departed from Texel in March, 1787. The stranded MERENBERG was broken up in 1787.",{}
4537.2,EENSGEZINDHEID,"Jansen, Peter",884,fluit,hired,"",Amsterdam,19-10-1786,Texel,24-02-1787,16-03-1787,16-06-1787,Batavia,"",According to K.A. 4298 the departing crew consisted of 331 men.,"{""Total""=>{""I""=>312, ""II""=>25, ""III""=>36, ""IV""=>"""", ""V""=>"""", ""VI""=>212}}"
4539.1,HOUTLUST,"Hol, Pieter",880,"",1785,Delft,Delft,24-10-1786,Goeree,06-02-1787,27-02-1787,12-05-1787,Batavia,"",See the ROZENBURG (4519).,"{""Seafarers""=>{""I""=>269, ""II""=>6, ""III""=>14, ""IV""=>"""", ""V""=>"""", ""VI""=>162}, ""Soldiers""=>{""I""=>"""", ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>53}, ""Craftsmen""=>{""I""=>"""", ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>10}}"
4541.2,VREDE,"Ketel, Thijs",854,fluit,hired,"",Zeeland,24-10-1786,Rammekens,09-09-1787,"",(09-09-1787),The Cape,"","The VREDE called at Tenerife, 04-04 till 06-05-1787.","{""Total""=>{""I""=>38, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4542.1,CANTON,"Wit, Kornelis de",1150,"",1785,Rotterdam,Rotterdam,25-10-1786,Goeree,06-02-1787,27-02-1787,12-05-1787,Batavia,"",After having arrived at Batavia the CANTON sailed on to China.,"{""Soldiers""=>{""I""=>115, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>55}, ""Craftsmen""=>{""I""=>14, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>14}, ""Passengers""=>{""I""=>1, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>1}}"
4544.2,BARBESTEIN,"Vlaanderen, Kornelis van",1150,"",1783,Amsterdam,Zeeland,25-11-1786,Rammekens,21-04-1787,19-05-1787,08-08-1787,Batavia,"","According to K.A. 4304 the departing crew consisted of 262 men. The BARBESTEIN called at Duins, 28-11-1786 till 07-01-1787 where a mutiny was discovered. The BARBESTEIN went on to China. See the TRITON (4517).","{""Total""=>{""I""=>361, ""II""=>5, ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4546.2,POLLUX,"Stralen, Johan van",490,"",bought 1784,Zeeland,Amsterdam,25-12-1786,Texel,29-04-1787,19-05-1787,11-07-1787,Ceylon,"","","{""Total""=>{""I""=>199, ""II""=>5, ""III""=>25, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4548.1,LEVIATHAN,"Visser, Harme Karel",1150,"",1785,Amsterdam,Amsterdam,09-01-1787,Texel,26-04-1787,19-05-1787,11-07-1787,Ceylon,"","","{""Total""=>{""I""=>331, ""II""=>49, ""III""=>38, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4550.1,VLISSINGEN,"Frederiks, Willem",380,"",hired,"",Zeeland,11-01-1787,Rammekens,28-04-1787,21-05-1787,08-08-1787,Batavia,"","","{""Seafarers""=>{""I""=>275, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>181}, ""Craftsmen""=>{""I""=>37, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>31}, ""Passengers""=>{""I""=>6, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>3}}"
4552.1,GOEDE INTENTIE,"Post, Thobias",500,hoeker,hired,"",Enkhuizen,12-01-1787,Texel,21-05-1787,01-07-1787,07-09-1787,Batavia,"",According to K.A. 4304 Pieter Kornelissen was master of the GOEDE INTENTIE. See the BROEDERSLUST (4551).,{}
4554.2,VLUGGE TREKVOGEL,"Uffen, Barend Jansz.",484,hoeker,hired,"",Amsterdam,23-02-1787,Texel,13-07-1787,26-08-1787,28-11-1787,Ceylon,"","","{""Total""=>{""I""=>34, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4556.2,MERENBERG,"Ent, Klaas",892,fluit,hired,"",Enkhuizen,09-03-1787,Texel,15-10-1787,24-11-1787,14-02-1788,Batavia,"","The MERENBERG sailed via Crookhaven in Ireland in order to take over the cargo of the other MERENBERG, ran aground there in November, 1786 (4535). 4556/8223 Is the second voyage of this ship, which during its preceding voyage (4452/8159) was called EIKENWOUD. The following data refer to both the MERENBERG and the BELVLIET (4563): 269 seafarers, 135 soldiers, 16 craftsmen, and 3 passengers departed from Texel; 226 seafarers, 94 soldiers, 8 craftsmen, and 1 passenger arrived at Batavia.","{""Total""=>{""I""=>104, ""II""=>10, ""III""=>24, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4558.1,GOEDE VERWACHTING,"Zweed, Tijmen de",560,"",hired,"",Amsterdam,07-05-1787,Texel,05-09-1787,27-11-1787,08-02-1788,Batavia,"","","{""Total""=>{""I""=>33, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4559.1,SLOT CAPELLE,"Andriessen, Willem Jakob",880,"",1786,Rotterdam,Rotterdam,16-05-1787,Goeree,23-08-1787,21-09-1787,21-11-1787,Batavia,"","","{""Soldiers""=>{""I""=>51, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>55}, ""Craftsmen""=>{""I""=>9, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>7}, ""Passengers""=>{""I""=>1, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>1}}"
4560.2,CONSTANTIA,"Linden, Jan Hendrik van der",880,"",1782,Delft,Delft,16-05-1787,Goeree,29-08-1787,12-10-1787,18-12-1787,Batavia,"","","{""Soldiers""=>{""I""=>49, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>47}, ""Craftsmen""=>{""I""=>7, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>6}, ""Passengers""=>{""I""=>3, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>6}}"
4562.1,ZEEVAART (HOLLAND),"Forster, Simon Jakob",846,"",hired,"",Amsterdam,02-06-1787,Texel,10-09-1787,24-11-1787,13-02-1788,Batavia,"","","{""Seafarers""=>{""I""=>193, ""II""=>32, ""III""=>60, ""IV""=>"""", ""V""=>"""", ""VI""=>136}, ""Soldiers""=>{""I""=>117, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>71}, ""Craftsmen""=>{""I""=>42, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>27}}"
4564.1,PHOENICIËR,"Kornelissen, Laurens",1150,"",1786,Amsterdam,Amsterdam,29-06-1787,Texel,27-11-1787,09-01-1788,30-04-1788,Batavia,"","According to K.A. 4304 the departing crew consisted of 326 men. The following data refer to the PHOENIClËR as well as to the STAVENISSE (4565), the EIK EN LINDE (4573), the SCHELDE (4578),    the GOUVERNEUR-GENERAAL MAATSUIJKER (4589), the WIRTZLUST (4590), and the BEVERWIJK (4594): 1434 seafarers, 541 soldiers, 94 craftsmen, and 35 passengers departed from Texel; 1112 seafarers, 332 soldiers, 70 craftsmen, and 29 passengers arrived at Batavia.","{""Total""=>{""I""=>342, ""II""=>22, ""III""=>33, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4566.1,FORTUIN (VAN DORDRECHT),"Daale, Jan","",fluit,hired,"",Zeeland,01-07-1787,Rammekens,20-12-1787,10-02-1788,"",Ceylon,"","The FORTUIN VAN DORDRECHT called at S. Tiago, 22 till 26-08-1787. The date of arrival at Ceylon is unknown.","{""Total""=>{""I""=>255, ""II""=>7, ""III""=>14, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4568.2,JOSEPHUS DE TWEEDE,"Wolf, Johan de",460,"",hired,"",Zeeland,01-07-1787,Rammekens,25-10-1787,10-02-1788,"",Ceylon,"","","{""Total""=>{""I""=>161, ""II""=>4, ""III""=>16, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4570.1,VERWACHTING,"Sem, Dirk",600,hoeker,bought 1787,Hoorn,Hoorn,14-07-1787,Texel,08-12-1787,09-01-1788,09-04-1788,Batavia,"","The following data refer to both the VERWACHTING and the DRECHTERLAND (4588):  337 seafarers,  119 soldiers, 7 craftsmen, and 2 passengers departed from Texel; 275 seafarers, 62 soldiers, 5 craftsmen, and 3 passengers arrived at Batavia.","{""Total""=>{""I""=>121, ""II""=>4, ""III""=>10, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4572.3,JUFFROUW JOHANNA,"Poest, Michiel",678,"",hired,"",Zeeland,05-08-1787,Rammekens,04-12-1787,10-02-1788,"","","",Destination (probably Ceylon) and date of arrival in the Indies unknown.,"{""Total""=>{""I""=>221, ""II""=>17, ""III""=>90, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4574.2,GEERTRUIDA,"Kunneman, Daniel",660,fluit,hired,"",Amsterdam,08-08-1787,Texel,13-01-1788,17-02-1788,28-06-1788,Batavia,"","","{""Seafarers""=>{""I""=>114, ""II""=>76, ""III""=>54, ""IV""=>"""", ""V""=>"""", ""VI""=>88}, ""Soldiers""=>{""I""=>97, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>66}, ""Craftsmen""=>{""I""=>33, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>10}, ""Passengers""=>{""I""=>3, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>3}}"
4575.1,LEIDEN,"Gevels, Johan Hendrik",1150,"",1786,Amsterdam,Amsterdam,09-08-1787,Texel,07-12-1787,09-01-1788,13-03-1788,Batavia,"",According to K.A. 4304 the departing crew consisted of 352 men. On 19-06-1788 the LEIDEN departed from Batavia to sail to China.,"{""Soldiers""=>{""I""=>33, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>14}, ""Craftsmen""=>{""I""=>11, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>7}, ""Passengers""=>{""I""=>8, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>3}}"
4576.1,DORDWIJK,"Deventer, Kornelis van",800,hoeker,bought 1787,Rotterdam,Rotterdam,01-09-1787,Goeree,04-01-1788,22-02-1788,13-05-1788,Batavia,"","","{""Soldiers""=>{""I""=>51, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>33}, ""Craftsmen""=>{""I""=>7, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>7}, ""Passengers""=>{""I""=>0, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>1}}"
4578.2,SCHELDE,"Bosnian, Matthijs",1150,"",1780,Zeeland,Amsterdam,11-09-1787,Texel,06-01-1788,22-02-1788,02-06-1788,Batavia,"",See the PHOENICIËR (4564).,"{""Total""=>{""I""=>369, ""II""=>4, ""III""=>57, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
